drive_file_id	total_chars	total_parts	project	type	year	filename
182cBmbYsY5AXCFgZqFqUSTaeA1bHqWeB	7954	5	бойові-птахи-україни-тов-warbirds	Статусна	0	Протокол статусної зустрічі 28.10.docx
19WaZuMqbPxnZvpeuX8WskqExA3D-TbFHN_L0vh6DoyE	7935	5	олімпіус-консалт	Збір вимог	0	Протокол зустрічі по збору вимог 30.05.docx
1zKj7JAjZ7rsXEuIL9QSxCMa3uXgZ9nmp	7921	6	lftx	Збір вимог	2025	Протокол обстеження LFTX (Запаси 22.07.25).docx
1nKRnkEZRPKXjRknAHzJ0UXFF12wP8oK8Bbk5ZrWRyFw	7908	5	yodezeen	Збір вимог	0	ПРОТОКОЛ ОБСТЕЖЕННЯ (ПРОВЕДЕННЯ ІНТЕРВ’Ю) <Yodezeen>.docx
1N7dS0SsI7VfpauqJwRPjFaCN3Si4jb-8kY57rm7dK3k	7891	5	yodezeen	Статусна	0	Протокол статусної зустрічі.docx
1ubvdrjgE0zgNehHIuwYRGcYeEIxPIBjC	7882	8	2-архів	Фінанси	0	Протокол обстеження (проведення інтерв'ю) UTTC 8.Кадровий облік.docx
13H3TecXsj1A9Rw3C8i3fv5xj2FK-jO8C	7825	7	eurozamok	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 25.11.2024.docx
1I5ccXAYU0oPom3t5o4Hz4RRV2ue3sR-1	7812	5	бойові-птахи-україни-тов-warbirds	Загальна	0	Протокол зустрічі 26.11.docx
1lE4JpDglohPOro0lbLG2XAHQL8986aElEczYHRoWZxs	7805	5	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1-sHHClLEnDF32CMUmZqKqojZv2ejbwLQ	7802	6	iqosa	Загальна	2026	Протокол зустрічі 20.04.2026.docx
1WJSWC6ea3qAmrn3RBwswOG77vu4od-UxJqMIfg62HYY	7783	5	львівські-круасани	Статусна	2026	Протокол статусної зустрічі 24.02.2026.docx
1_9MBqtjsf9UrxUPVxlMZQ8StPX4j6kAtwk50AAXiTGs	7775	5	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 26.06.2025.docx
1YcW0SHmA80Oc3ogyAYy4I8JYECx4M6pcu7ms8qDVIoU	7749	5	universalna	Загальна	0	Протокол: Обговорення ТР по вхідним дзвінкам телефонії Київістар.docx
11cXAmgOnn5aYlmh2SdkKOqw0aaU0i_hlKBPpmWBX_ek	7742	5	iqosa	Статусна	2025	Протокол статусної зустрічі 18.09.2025.docx
1vVw73F30t5KeOchgRtE81qjsg10r_2b1	7734	5	atmosfera	Статусна	2026	Протокол статусної зустрічі 14.01.2026.docx
1BI9u8inrzuEkFW3mx3E2wsI0fX_zE-xro-Pg-u8Fl6E	7679	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 10.09.docx
1ob7jWNrdvDVdv-wEcTfxMs7FO2JKqA8R	7670	9	bixter-work	Загальна	2025	Протокол зустрічі 15.10.25.docx
1m7rZrqP6hPHVi6YllEU7j-gw3VPQcf5kkhlZA6CaNFY	7631	5	iqosa	Статусна	2025	Протокол статусної зустрічі 09.10.2025.docx
1Hv8ZxZ1uNUX8ZH-3WGWO5fASImBdzdinRemL4iR1c_g	7614	6	хайтек-енергія	Статусна	2026	Протокол проведення Статусної зустрічі від 07-05-2026.docx
14J9kI4LigPKerbqvSUmdIilEK72r9D3hGNsOieAUszg	7580	8	solarsk	Збір вимог	0	Протокол обстеження SolarSK - ToDo | Аналіз поточної форми (заповнення відділом продажу).docx
12QKrXMm4lWK803TjQb5NzkZZcuAzdkHkCZZs9BOwUdc	7566	5	yodezeen	Статусна	2025	Протокол статусна зустріч 24.06.2025.docx
1CqWVGiMB7K0ZdOGANGdNKAaikjdrAENpxgT9xzRSyCc	7518	6	consolidator-llc	Загальна	0	Протокол зустрічі.docx
1zXR8ijH-rQTh0Ai5P9HIiHFuP2dRe-6OsHne8qiqJnw	7480	5	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1mJ9A-AYoRYuR9eh3TZx59-dkoceZMu5C3qbSYWXZ95M	7472	5	yodezeen	Збір вимог	0	ПРОТОКОЛ ОБСТЕЖЕННЯ (ПРОВЕДЕННЯ ІНТЕРВ’Ю) <Yodezeen>.docx
1dh7hWSl0Nh_x_QmrUtqZ33cI-Yrf0E0epcwPPmdfzuA	7463	5	yodezeen	Збір вимог	0	ПРОТОКОЛ ОБСТЕЖЕННЯ (ПРОВЕДЕННЯ ІНТЕРВ’Ю) <Yodezeen>.docx
1yBG1PmKnk0X0mRycyZrcDf963doSaE4h	7437	5	ярослав	Статусна	2026	Протокол статусної зустрічі 29.04.2026.docx
1ABiUdNQIYrVTGJik-8PfS2SPp5aR8dFHOU8ICljqeUM	7378	6	mai-travel	Статусна	2026	Протокол ToDo - MAI Travel _ ToDo. Статусна зустріч 30.03.2026.docx
1IOJBPOtHs4SsvFCHrub3lNVN6ByF6AHC73Mk8x4_UXQ	7365	2	українські-інтелектуальні-системи-uis-_впровадження-odoo	Загальна	0	Свод протоколів зустрічей.xlsx
1Gwrz6-aZgY3p7IwGcHPdeVhdWX5ihNZJ3Yuumuv8itI	7363	11	ultrahorizont	Збір вимог	0	Протокол UltraHRZNT _ ToDo Збір вимог по продажам.docx
1EVbbnbB2I4RYnfxhTpGznWQRk4XsSXAR	7363	11	ultrahorizont	Збір вимог	0	Протокол UltraHRZNT _ ToDo Збір вимог по продажам.docx
1euVesXdv56m_9uq2oBL5DtXtuq6yqHNnu3F2PBMF4ZU	7363	11	ultrahorizont	Збір вимог	0	Протокол UltraHRZNT | ToDo Збір вимог по продажам.docx
1yciVAUUfw20tkfiE6tEnp0jk8frj11Rb	7343	10	олімпіус-консалт	Загальна	2025	Протокол Зустрічі Процес продажу для лікарень   30.07.2025_.docx
1AJ84ZQyxYD-D91SnaMaOaxpwXNrkpfB4JkmiJrAkq9U	7326	5	енергобезпека-груп	Статусна	0	Протокол статусної зустрічі 16.04.docx
1Q5JkeyQKm03lSXkVOmE2v9eaAIYQ9p8U	7292	7	iqosa	Загальна	2026	Протокол зустрічі 09.04.2026.docx
1B7F7w8w_KAP91BYPHJe-J2J5lUXQKIJoruBIfRV0lRA	7254	7	yodezeen	Загальна	0	Протокол зустрічі.docx
1q6M3uy6JfArFqBdBoxehm-MuLMXxDPs4	7251	4	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 12. Собівартість.docx
16m1CNsz5HJ_uPax_azm_vlqPHfywSZevxjP76RMX3NU	7240	7	медікус	Статусна	2025	Протокол статусної зустрічі 19.03.2025.docx
1Qz5R05SsH6HMEYS-YC0xJegnJoyreMZUPv2gPawZ8zE	7221	6	yodezeen	Статусна	0	Протокол статусної зустрічі.docx
1ox2JNneU_X8GsO6cNvAqEtAmIiOMIjSW5s1viDqOMIg	7218	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Платіжний календар.docx
1-_X1mpOlnXF0i52dsGhRdwPSWETXMWOZ	7200	5	supplychains-limited	Установча	2026	протокол_установча_2026-06-03_SUPPLYCHAINS.docx
1LSaq25pNlv9FzvQoIfw7hxBZN1gs_2Umsr-kjgbq59w	7195	5	ets-group	Збір вимог	0	Протокол обстеження - Поверхневий аналіз Склад.docx
1tPyiHg6R4rj72fvrx-QBesotGCA1ilLb_mii8l70SyU	7183	5	metal-shop	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 18.04.24.docx
1536coYj2hRGHTiJdDKyBlCya4AbjHlYS5ARziEl8rds	7182	5	yodezeen	Статусна	0	ПРОТОКОЛ Статусної зустрічі <Yodezeen> .docx
1qD379SFksQi2JfTkzrbAr9eijfwn1hZoa01dqkp5fm4	7135	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 09.10.2024.docx
1rX4IksrySFyaNvFKRBNJ32FVKQxk-dxOfEUCCKqqBIs	7123	5	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1gKj76zruLSEEiFQ4XISYUBsPjHINEJrYQT0keAhaqBA	7091	4	демз	Збір вимог	0	Протокол обстеження Закупівель.docx
1ksHWyd_7NdBh2-oq5eV4Z9ex2wH58RR6fCMQioDeihg	7091	5	бріолекс	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) – 24.09. .docx
1FyvScxlf9MXf2tBpdiJ__sNTtcUllP5b	7080	5	iqosa	Статусна	2026	Протокол статусної зустрічі 24.04.2026.docx
1DZtrShvWYfmWvIjyxmuX-67Am7uG4_GuvfQ9F4St-eM	7075	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Співробітники.docx
17iQ6uaCNprV1K10VirlauCRkiNZf1Zf0	7070	5	ярослав	Статусна	2026	Протокол статусної зустрічі 02.04.2026.docx
1NAaWZdbNXZmfBMxUUxow_F4x3KQbSRKg68k8jT1kOD8	7050	4	енергобезпека-груп	Статусна	0	Протокол статусної зустрічі 03.06.docx
1G2_3lWqde0ZXRGNDWP8YVMURxDpMwDKo	7048	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 11.Банк.Каса.ОЗ.Авансовий звіт.docx
1drsS2hqgGLnlvcEcPMi-CA7sfN2qSGcb	7035	4	bixter-work	Статусна	2025	Протокол статусної зустрічі 03.09.25 .docx
1PAycwoY8mBp0atGG7UIEeIrJFB4besCy	7034	10	олімпіус-консалт	Інтеграції	2025	Протокол Зустрічі  Загальна концепція роботи зі школами + інтеграція 1С  29.07.2025_.docx
1s_vUNOMHsnnCUJ_CNtITFTiJ2sG6HHyk28TtKFWuhso	6993	5	yodezeen	Загальна	0	Протокол зустрічі.docx
1MoM67y-hN4ybEw0K6P_MBzPIDSuVvMwW	6992	4	бойові-птахи-україни-тов-warbirds	Загальна	0	Протокол зустрічі 05.12.docx
1EZoeWmmGHJ1ibAKeUu5uH6gHdMX02pYF	6974	6	rse-s-r-o-чехія	Збір вимог	0	Протокол_зустрічі_Збір_вимог_по_out_of_scope.docx
1meUnP3Pu2slp3L8ynSmGyO9M54USqRupTwuk5FeLz7M	6970	5	2-архів	Загальна	2023	Протокол встречи. 20.11.23. Производство. Общая информация.docx
16W_hjUlTFtLqOEGKEvCMkHCswx56UIsCsuGF77T6VTc	6958	7	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 24.11.23.docx
1IS5WonFsMy3zjygMCPic7iLX1o5oBe7XaKN85ayo5KY	6951	5	yodezeen	Збір вимог	0	ПРОТОКОЛ ОБСТЕЖЕННЯ (ПРОВЕДЕННЯ ІНТЕРВ’Ю) <Yodezeen>.docx
1mdEnPsblsnKjw-WiFoRCl_XXsnXoftOaSEO8HDwzJzU	6943	7	esper-bionics	Збір вимог	2024	Esper Bionics Протокол зустрічі. CRM. Збір вимог (2024-07-03).docx
1KD6oaMFtOW3XGQISyO99JYNshQijxQ73L77kVQHT230	6931	4	трител	Фінанси	0	Протокол обстеження – Регламентований облік: Додаткові витрати. Декларація ПДВ. Інвентаризація.docx
1J2uLYXEyP5x_m_O085IAttiHPhiY9TKmokUa9GzeilU	6922	6	yodezeen	Фінанси	0	Протокол обстеження Фінанси №1.docx
1BvnR7_xdnixIsrL2T64jplJrvyBmtfbTcPB9JUdXgik	6920	5	2-архів	Збір вимог	0	Get-IT Протокол інтерв'ю.docx
1sYKLDQc7EiPmwjdeFMSh18fa7GwybftP_KKzWQEzr4Y	6894	6	esper-bionics	Демонстрація	2024	Esper Bionics Протокол зустрічі. CRM Демо Замовника (2024-06-28).docx
1RBh7DeREjCqPHBtPoSdPqFN11BWRV5BuxtgsI1Tkigc	6874	4	ярослав	Статусна	2025	Протокол статусної зустрічі 15.10.2025.docx
1nGZooAbNTmppcjIQUzVEzG2XgC9u2SNi	6873	3	медікус	Демонстрація	2024	Протокол зустрічі демонстрація функціоналу системи для відділу сервісу 22.11.2024.docx
1zEHp38Y8e_gvoutEQa8pILEYT0-c5_gK_gLXjkGxSKw	6852	5	yodezeen	Фінанси	0	Протокол обстеження Фінанси №3 25.11.docx
1Gs2zOsWg_zypJRNlB8Lw50oWaIF0ow7Ljosl83NJm4o	6847	4	yodezeen	Статусна	2025	Протокол статусна зустріч 24.07.2025.docx
1kalf5cNRUxr0CqqymnQZMNBg6rE8BdOkOoBptHV4YnE	6811	6	elko-group	Статусна	2025	 Протокол. Статусна зустріч 13.05.2025.docx
1V5jiOlOgBg_4rNTGigc3K7J9giXczT61EbiAs8b_5Xc	6796	4	iqosa	Загальна	2025	Протокол зустрічі 14.10.2025.docx
1-NewlJNImvIlumf00nwI9YFJ0J1cJwvSTqSNdcgOx2c	6794	4	ярослав	Статусна	2025	Протокол статусної зустрічі 18.07.2025.docx
1TVuJbjEmbMAhVEgXtqp4SCHXfCd5CZcF89h7LnTeC-s	6775	5	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 10.10.2024.docx
1atBHBGfoHxf7gki2eXMu1sGXg1BCCLst	6751	4	ярослав	Статусна	2026	Протокол статусної зустрічі 20.02.2026.docx
1yydCFdCCeG9mrzN019AKT-D01QgKdJ4a	6750	5	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 16.10.2024.docx
1wtk5zUhzJ4Avnu22zTYmMAffpxkEGTHHSqh-qlXbSZ0	6745	5	yodezeen	Фінанси	0	Протокол обстеження Фінанси №4 11.12.docx
1TJkKifLYcFrEdwh3L5qTIKVRNW7b-EQoDT4A1vCkppo	6740	4	ets-group	Збір вимог	0	Протокол обстеження – Поверхневий аналіз блоку Виробництво.docx
13CE2bCBiZV4SKGOJOdU46_nnFuaBp1EL-hVdqUP8Y6k	6739	5	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі. Купівлі (2024-07-08).docx
1l2x-GsghJfO3qbMH60R2kChjYqoBcBKlQwEPUXPwNbE	6721	5	2-архів	Збір вимог	0	Протокол обстеження: процес створення номенклатури.docx
1wRRwzaToAgiy5V5NXEwpXOjP3-DFL_PLSShu-WL6IRU	6715	8	elfa-group	Загальна	2025	05.03.2025 Протокол зустрічі.docx
1_jw7_XKi5a-LL3BGYXFvokAJj-N6Piy_z7JIGIlpIis	6702	4	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 14.11.23.docx
1cdxE-nAqbGWi-vanEL0kXNe4-G7QjdCIo_z4t89b-hk	6700	4	iqosa	Загальна	2025	Протокол зустрічі 28.10.2025.docx
1Fde-YggehueuQHgtQk0t-SHU0wPzn28qn6tgMkCcLHY	6698	4	ярослав	Статусна	2025	Протокол статусної зустрічі 23.07.2025.docx
1rbp26xvynb1eoINlWFH2ntUqL5vJ8Tbe	6693	5	2-архів	Фінанси	0	Протокол обстеження (проведення інтерв'ю) UTTC 10.Фінансовий (управлінський) облік.docx
1URsdWMETpqzUutesixh5w3C5zmFQLsQftLFMniuM8cY	6661	8	iconic	Збір вимог	2026	2026-03-12. Протокол зустрічі. Збір вимог. Структура multi-company.docx
1tB1eh0FoG0xpZf-ykM1aGuXYeJxjkrN8	6649	5	хайтек-енергія	Статусна	2026	Протокол Статусної зустрічі від 11-06-2026.docx
1nWpGi6I7EM-3_NF9J9OlBkqHbYISYBNo	6635	3	ярослав	Загальна	0	Протокол зустрічі Купівлі зі складу 27.10.docx
1U0P_4qzY1i1I8aCpFW5UpvlCTKf_8dh46QyRN-6lWQ0	6630	5	ярослав	Загальна	2024	ПП "Ярослав" Протокол зустрічі 2024-11-13 Продажі з магазинів.docx
1WDFnyn7pk8EjYkskHZgiK-X1ZH6DCts6hCWgI7X6iio	6626	4	universalna	Інтеграції	2026	Universalna | ToDo Протокол зустрічі 07.04.2026 Обговорення вимог до інтеграції з телеграм.docx
1-XmdH9_fHjoyIP84p4JyQHKGEA1jrHN4	6621	9	bixter-work	Загальна	2025	Протокол зустрічі 24.10.25.docx
1sUk6EKyl8MRGe_cFegxhj39BkyDZRi9mOCnNQz7MfQ8	6599	4	трител	Фінанси	0	Протокол зустрічі – Моделювання процесів бухг.обліку (звіт "Розрахунок ПДВ", Декларація ПДВ).docx
1nM1zJxJbBQUe3zEptjn8Wm2hRZiapb1N	6594	4	iqosa	Статусна	2026	Протокол статусної зустрічі 05.03.2026.docx
1eEXafz1TLTN9kykFyBLcILgt10G0a4u9	6590	4	iqosa	Статусна	2026	Протокол статусної зустрічі 12.03.2026.docx
1uFdapphXYaueA3uKLoZgymW-UqZqlz7O	6585	9	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 4.Процес закупівель_Виробництво.docx
13unAi-NtP95vKAOl8GMyKZcu0qntF3ThNOrAnxt_dN0	6573	8	rse-s-r-o-чехія	Фінанси	2025	Протокол зустрічі 14.04.2025. Вимоги до виробництва, бухобліку та P&L.docx
15BQuAAK87oGe4KMQ4iZViAQyGdTF4CfB	6565	5	iqosa	Статусна	2026	Протокол статусної зустрічі 26.03.2026.docx
18z3BeiNzviWPb4x3FwSfptflTikvHFFgakl89G4o0d0	6557	4	alex-villas	Статусна	2025	Протокол статусної зустрічі 27.05.2025.docx
1dFuCWDFH0gMQYAkHSFK1UtP4eJEqVWUwlHaBzFHI7cU	6554	5	2-архів	Загальна	2023	Протокол встречи 17-11-23. Закупки.docx
1jjRHXzySuCaRIgIn2CYzQ16qymW3uCeyhJYY0QwfwmU	6524	4	медікус	Статусна	2025	Протокол Статусної зустрічі 29.05.2025.docx
1INjpBgmumH5G-dUHctYeE61f_Im-hKCW	6519	4	бойові-птахи-україни-тов-warbirds	Загальна	0	Протокол зустрічі 29.12.docx
1RJMsiJlyXUxzVBA4pc27gdcoHYF_SBa1tv_H856e_Zk	6493	7	2-архів	Загальна	0	Протокол встречи 7-11-23. Юр. и орг. структуры, направления деятельности.docx
1YF0skGJsM6PvN_jVWSeXKgR1JZYNYtphVuVspLu61pc	6483	5	revolution	Загальна	0	Протокол зустрічі 22.04. Тема Як працює CRM.docx
1sYpT2JQpJjE00mNVwj673y5TyzGZsLdC	6480	9	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі Зарплата 04.08.2025_.docx
1XPFxoBkRWlwoAdyFzMDg-Vt8aPE5JAEDYR_-wD2q194	6478	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Витрати.docx
1u9TWUg3kT00oDzFMVEcztCQkfS6kQLIg	6467	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації обмін даними з аптеками 21.10.2024.docx
1edGZeLbR1KX6lWRrvwTJ3EO1J55jc2hN	6461	14	олімпіус-консалт	Загальна	2025	Протокол Зустрічі Операційний відділ  22.07.2025_.docx
1VWWCv11sf32oWbVQkPBA7QuniC9_CPFNfv_xIQGxDzk	6459	6	yodezeen	Статусна	2025	Протокол Статусна зустріч 11.06.2025.docx
10TLgMl-YAVNZJN8_JCL63tivLFKNNKcAtYY2ZhJfWpA	6442	7	rse-s-r-o-чехія	Загальна	0	Протокол зустрічі Узгодження питань по рахунках та механізму списання матеріалів.docx
1yGbhq6z0f9ZghJ0Evi7pYNgA0znHNSb03ZLr-zaJh78	6428	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo - проєкти.docx
1uNYumHUGXVo7Alq-PG9QhScv-4cUDf4J	6418	5	iqosa	Статусна	2026	Протокол статусної зустрічі 28.05.2026.docx
1IGNli3j5PKUGoPPcd8eRtV2Tmprn_vElw_YghVY1W80	6368	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 12.09 .docx
11NiAdQKdCg-BGOWjOJ-9DmVeExzfKrtu_rJhSyzGsTc	6367	4	yodezeen	Статусна	2025	Протокол статусна зустріч 16.06.2025.docx
1otoFLMVuARCoEdifQ2NHbs83STgT780F_WxdizcfVNg	6360	6	mai-travel	Загальна	2026	Протокол MAI Travel _ ToDo.Бухгалтерський напрям 15.04.2026.docx
1rD7vaeiR8peeuqO_9OVj1-VP2GJvpu9qdRz0WsB0hug	6358	4	yodezeen	Статусна	2025	Протокол Статусна зустріч 10.06.2025.docx
1Aw0HcBnNmqLryM-d4MfdySzTySp66NSL9a0z4YKtkpA	6346	5	ярослав	Загальна	2025	Протокол технічної зустрічі 10.10.2025.docx
1tpbiS2IpduWL4uzRPf0ebHZg_zLN9_Gz	6301	8	олімпіус-консалт	Загальна	2025	Протокол Зустрічі  Логістика ,ціна реалізації , буфети 31.07.2025_.docx
1VDnXl4YV7x0OEfQCZt6AR-W93RH7iDlWkMQb6cV0BR0	6296	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Документи по залишкам на рахунках.docx
14o8MMvtAl1WrRcWCeOBk8qJHf8eJv9Lk	6284	4	bixter-work	Загальна	2025	Протокол зустрічі 05.12.2025.docx
1tqs7ixitjlj8cLmKX5uqn6z6BTH-AzX8	6284	3	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 7.Логістика. Управлінська звітність.docx
1jRbOAAojdu2BXsM9_LqdXGc82VRs3YvL9zKIFuLfnOI	6280	6	ярослав	Установча	0	ПП "Ярослав" Протокол установчої зустрічі.docx
1bVV2ad5rZnzXNxV53KmelKspd6FduDgiypYhYWUmJNQ	6251	6	elko-group	Статусна	2025	Протокол. Статусна зустріч 06.05.2025.docx
1CX_b_o9cg1RWffnl04NyStCrpt99pvMNBKInEImGv7k	6249	4	медікус	Статусна	2025	Протокол Статусної зустрічі 25.06.2025.docx
1kq5WZxWJ6Db93VhHk04aXaA2Zz6TXC3O	6233	6	ultrahorizont	Фінанси	0	Протокол UltraHRZNT _ ToDo Збір вимог фінансовий облік.docx
13fFqbFozunMdEFNB8IpDuyf-aw_DwEKkVrPVqrs8x4k	6233	6	ultrahorizont	Фінанси	0	Протокол UltraHRZNT _ ToDo Збір вимог фінансовий облік.docx
1u-aU_BQHD6woesqq2T9X0W939HXAESAR	6230	6	ultrahorizont	Збір вимог	0	Протокол Ultrahorizont _ ToDo Збір вимог по закупівлях.docx
1R3Y0qaWH6Lw8ybrh9p3bUzqv9frMglL57fk53FrByNw	6230	6	ultrahorizont	Збір вимог	0	Протокол Ultrahorizont _ ToDo Збір вимог по закупівлях.docx
1T9izfee84PPbkTiAe5G33u-0Dn0EEQpe	6194	4	bixter-work	Загальна	0	Протокол зустрічі.docx
1wTmlRWCWZRs8thWVAorScR21gafHJjYgEHHYszlmJRc	6193	4	ярослав	Статусна	2025	Протокол статусної зустрічі 15.09.2025.docx
16hMOY2jnvLmn136ngNXdqpPmHJMme0P10SpO7MAVH-c	6188	11	diason	Збір вимог	2026	2026-03-04. Протокол зустрічі. Збір вимог. Виробництво (ч1).docx
1R8njR0KWX2wYZoA1LizYvaV1r1WvPZeC-cTGm0Gw-Bc	6188	6	mai-travel	Загальна	2026	Протокол MAI Travel _ Огляд бізнес процесу продажів 13.04.2026.docx
15RFpOGMwV7NiGXVr-h9Xeey3u00Op10I	6188	5	bixter-work	Загальна	2026	Протокол зустрічі 24.02.2026.docx
18DRmtGg-8qxn-V0Pq95wTqK1mPxALl1TcY8tRPcqYO8	6172	6	rse-s-r-o-чехія	Загальна	0	Протокол Видача компонентів на замовлення.docx
12y3sSK1LBgop5Ko9YeCym2-TIJ8nP_qQdFdvBve9H-M	6158	6	rse-s-r-o-чехія	Загальна	0	Протокол Склад, закупівлі bpmn.docx
1EbFGibB9SqK8q1YDvsSI18zUinH_Ns8nCGiXWiiPbW0	6149	5	yodezeen	Статусна	0	Протокол статусної зустрічі.docx
16Z0xouFBP3G_IzqkJz_TyF8Hg1_SQYubcOmK_pOK3yo	6146	6	ярослав	Загальна	2024	ПП "Ярослав" Протокол зустрічі 2024-11-22.docx
1o5QbW255d9Yy4qijTP4CHO7zxzb9nSMwNhdtXdGxdgc	6112	5	universalna	Загальна	2025	Протокол 17.03.2025.docx
18-72lCSvBgA2z3m0PWxTtybSllp8KzexefaofPyUfWA	6090	6	rse-s-r-o-чехія	План/договір/ТЗ	0	Протокол RSE _ ToDo Планування на виробництві ч.2.docx
1TLZjwr5DzexN6UnnrfjY69B1hqVeDyDX	6088	14	pilab	Загальна	2026	2026-03-04 -- Протокол зустрічі (Склад та Закупівлі).docx
10FuRmvbGz-3aYiJATNyt1WzUNwEaLI-k	6075	4	lftx	Загальна	0	Протокол  управлінська звітність 27.08.docx
1XC9pPYgmMzj73EijsUhlJGUqvSmyyCAz-qTeC_9Vnyk	6074	6	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі.docx
1sJrhAIorgUW7PAdmHzj_H4R_6lEkzcSVA0YcrZ9yFhU	6039	4	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 15.11.23.docx
1TFd9NmV7tDaupItDQfJWWev8hpfc_PZnvgDBnRbO6PU	6016	4	ярослав	Статусна	2025	Протокол статусної зустрічі 13.08.2025.docx
1281tENhYJgS1mHoGaTEh1PTcap07bKOZXXkUocbDHZA	5998	4	олімпіус-консалт	Збір вимог	0	Протокол зустрічі по збору вимог 28.05.docx
1KbB41KEYUE-VHtWk29t7sbuiaRg05bdUdmpVnLlG8n4	5984	6	rse-s-r-o-чехія	Загальна	0	Протокол | ToDo Продажі, bpmn.docx
1gmC1-YaQGqC0v7uNvoeRhf3r4IYej6TorjdXgtmM40w	5981	7	rse-s-r-o-чехія	Навчання	0	Протокол Навчання HR.docx
1q_TbgIeD29De5duNKhY4hYL6-zuDwedmFHx-LF6CBVY	5962	5	ets-group	Збір вимог	0	Протокол обстеження – Поверхневий аналіз блоків CRM та Продажі.docx
1r77wfBQmoxybItv1XY0Iyb7xzAe4qJroejTY6uDJbjI	5954	4	iqosa	Загальна	2025	Протокол зустрічі 08.10.2025.docx
1AAWAadK37h6gvYvuA_25K7hA0OiRFKpz	5949	4	lftx	Фінанси	0	Протокол  управлінська звітність P&L 21.08.docx
1a0tvNX-JY8v3rFCVMTjKmQtLqDqFsfaY	5929	5	lftx	Збір вимог	2025	Протокол обстеження LFTX (Грошові кошти. Підзвіт 04.08.25).docx
166fx4Lt6Zu7QjVhhki8A_48JLNcR1_pYwsYfZI81xLk	5926	4	alex-villas	Статусна	2025	Протокол статусної зустрічі 03.06.2025.docx
1yt6tsrAto02WqFHH4MvpwsszMWORvSjZjKGMLdeuVy0	5912	5	2-архів	Загальна	0	Протокол встречи 5-12-23. Банк. Бухгалтерский учет.docx
1TCz5V3EaccnUZo8DyXp2JtOf4M9fFHoGm47bN_YzwqU	5911	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 01.05.2024.docx
1mzymn_qRUc2qze5nunTK2CijBhijVbIctW2EKRD3Tew	5911	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 12.04.2024.docx
1UQvXcjwNJuRa1S_dotfBg8ZK4Hl4ml7daXKsmzKfGCM	5911	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 12.04.2024.docx
1I2RSPHyl4Tts252xzaPGfigRf97vqorZPxt2eZHTE7c	5911	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 18.04.2024.docx
1fG7uK3dWnp14l0tDPgcIrygNMxYK_ewsexVgXNXEvCM	5911	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 22.04.2024.docx
1ciZ7Fs6sWgXQV72l4RNSMb7A9sX_AU0fMNXJHDiGq00	5911	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 25.04.2024.docx
1aMopyHTImW01UHuPoxFTt9ukavkx3r0J57f0cwLl2C8	5897	7	2-архів	Загальна	2023	Протокол встречи. 22.11.23. Производство. Рабочие центры.docx
1-NBcBem0LxUJ0W1Q1f-A_q2Br_B8t52gkQj32zHXCeM	5870	5	тов-віп-принт	Загальна	2024	Протокол зустрічі_17.06.2024.docx
